Time,Train accuracy,Test accuracy,Kendall's tau,General seed,A train seed,Model seed,D train seed,Learn seed,A test seed,Initial model seed,SA seed,N_tr,N_te,M,K_o,K_e,N_bc,Method,Model,Gamma,Non dictator,Lexicographic order,Profiles number,Max profiles number,T0,Alpha,L,Tf,Max time,Max iter,Max iter non improving,Seed,A train seed,Model seed,D train seed,Learn seed,A test seed
65.78371262550354,0.875,0.65,0.35154935489565103,0,2968811710,3677149159,745650761,2884920346,2642120001,2590541744,117660781,40,40,5,10,2,40,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,0,None,None,None,None,None
68.29436111450195,0.7833333333333333,0.6138888888888889,0.41395898348279364,0,2968811710,3677149159,745650761,2884920346,2642120001,2590541744,117660781,60,60,5,10,1,60,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,0,None,None,None,None,None
69.5106258392334,0.88,0.5976,0.38147639140553835,0,2968811710,3677149159,745650761,2884920346,2642120001,2590541744,117660781,50,50,7,10,1,50,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,0,None,None,None,None,None
72.39020490646362,0.7714285714285715,0.4269387755102041,0.3861363820101624,0,2968811710,3677149159,745650761,2884920346,2642120001,2590541744,117660781,70,70,3,10,1,70,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,0,None,None,None,None,None
78.79708743095398,0.8,0.6412244897959184,0.4014324979515011,0,2968811710,3677149159,745650761,2884920346,2642120001,2590541744,117660781,70,70,5,10,1,70,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,0,None,None,None,None,None
81.7245364189148,0.9666666666666667,0.76,0.5121137924313965,0,2968811710,3677149159,745650761,2884920346,2642120001,2590541744,117660781,30,30,7,10,3,30,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,0,None,None,None,None,None
84.5558454990387,0.95,0.595,0.35762715279947005,0,2968811710,3677149159,745650761,2884920346,2642120001,2590541744,117660781,40,40,3,10,3,40,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,0,None,None,None,None,None
84.3035659790039,0.7666666666666667,0.5411111111111111,0.28496704832154973,0,2968811710,3677149159,745650761,2884920346,2642120001,2590541744,117660781,60,60,7,10,1,60,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,0,None,None,None,None,None
90.04798293113708,0.88,0.7512,0.6178722960575023,0,2968811710,3677149159,745650761,2884920346,2642120001,2590541744,117660781,50,50,3,10,2,50,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,0,None,None,None,None,None
89.80619096755981,0.875,0.6725,0.35235052538243816,0,2968811710,3677149159,745650761,2884920346,2642120001,2590541744,117660781,40,40,7,10,2,40,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,0,None,None,None,None,None
90.19426798820496,0.8375,0.5978125,0.37871955601307705,0,2968811710,3677149159,745650761,2884920346,2642120001,2590541744,117660781,80,80,5,10,1,80,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,0,None,None,None,None,None
89.64849185943604,0.7875,0.6903125,0.6073551833124615,0,2968811710,3677149159,745650761,2884920346,2642120001,2590541744,117660781,80,80,3,10,1,80,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,0,None,None,None,None,None
94.28816604614258,0.96,0.6784,0.4107467495235871,0,2968811710,3677149159,745650761,2884920346,2642120001,2590541744,117660781,50,50,5,10,2,50,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,0,None,None,None,None,None
98.06078934669495,0.9,0.5983333333333334,0.367492731740933,0,2968811710,3677149159,745650761,2884920346,2642120001,2590541744,117660781,60,60,5,10,2,60,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,0,None,None,None,None,None
100.45235681533813,0.925,0.74,0.48259068877649614,0,2968811710,3677149159,745650761,2884920346,2642120001,2590541744,117660781,40,40,5,10,3,40,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,0,None,None,None,None,None
99.00249934196472,0.7285714285714285,0.6016326530612245,0.4287754434250635,0,2968811710,3677149159,745650761,2884920346,2642120001,2590541744,117660781,70,70,7,10,1,70,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,0,None,None,None,None,None
103.5953471660614,0.85,0.7361111111111112,0.6001939299815915,0,2968811710,3677149159,745650761,2884920346,2642120001,2590541744,117660781,60,60,3,10,2,60,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,0,None,None,None,None,None
104.08312940597534,0.825,0.678125,0.5415989524620255,0,2968811710,3677149159,745650761,2884920346,2642120001,2590541744,117660781,80,80,7,10,1,80,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,0,None,None,None,None,None
103.92191171646118,0.8111111111111111,0.6039506172839506,0.37031271547042666,0,2968811710,3677149159,745650761,2884920346,2642120001,2590541744,117660781,90,90,5,10,1,90,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,0,None,None,None,None,None
107.12911057472229,0.9,0.68125,0.34765882713316065,0,2968811710,3677149159,745650761,2884920346,2642120001,2590541744,117660781,40,40,7,10,3,40,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,0,None,None,None,None,None
113.88587999343872,0.92,0.7064,0.4265921968961976,0,2968811710,3677149159,745650761,2884920346,2642120001,2590541744,117660781,50,50,7,10,2,50,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,0,None,None,None,None,None
112.21732711791992,0.7777777777777778,0.5908641975308642,0.5833350388891857,0,2968811710,3677149159,745650761,2884920346,2642120001,2590541744,117660781,90,90,3,10,1,90,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,0,None,None,None,None,None
122.42997431755066,0.88,0.768,0.6179628182855804,0,2968811710,3677149159,745650761,2884920346,2642120001,2590541744,117660781,50,50,3,10,3,50,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,0,None,None,None,None,None
122.6835515499115,0.92,0.7016,0.4327900888743019,0,2968811710,3677149159,745650761,2884920346,2642120001,2590541744,117660781,50,50,5,10,3,50,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,0,None,None,None,None,None
124.63602375984192,0.77,0.6346,0.6056311317481848,0,2968811710,3677149159,745650761,2884920346,2642120001,2590541744,117660781,100,100,3,10,1,100,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,0,None,None,None,None,None
129.10878944396973,0.8666666666666667,0.6622222222222223,0.35904530876642987,0,2968811710,3677149159,745650761,2884920346,2642120001,2590541744,117660781,60,60,7,10,2,60,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,0,None,None,None,None,None
127.7870180606842,0.68,0.6196,0.4344423057341276,0,2968811710,3677149159,745650761,2884920346,2642120001,2590541744,117660781,100,100,5,10,1,100,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,0,None,None,None,None,None
130.11807799339294,0.7444444444444445,0.6390123456790123,0.4667490986095761,0,2968811710,3677149159,745650761,2884920346,2642120001,2590541744,117660781,90,90,7,10,1,90,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,0,None,None,None,None,None
129.64463901519775,0.7857142857142857,0.6485714285714286,0.358921268038777,0,2968811710,3677149159,745650761,2884920346,2642120001,2590541744,117660781,70,70,5,10,2,70,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,0,None,None,None,None,None
136.30703020095825,0.8285714285714286,0.7110204081632653,0.6004722549953172,0,2968811710,3677149159,745650761,2884920346,2642120001,2590541744,117660781,70,70,3,10,2,70,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,0,None,None,None,None,None
142.37208223342896,0.9,0.7256,0.4570600681893292,0,2968811710,3677149159,745650761,2884920346,2642120001,2590541744,117660781,50,50,7,10,3,50,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,0,None,None,None,None,None
145.38844561576843,0.9333333333333333,0.7655555555555555,0.6066648043780307,0,2968811710,3677149159,745650761,2884920346,2642120001,2590541744,117660781,60,60,3,10,3,60,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,0,None,None,None,None,None
151.07583355903625,0.8166666666666667,0.6566666666666666,0.34955631148769206,0,2968811710,3677149159,745650761,2884920346,2642120001,2590541744,117660781,60,60,5,10,3,60,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,0,None,None,None,None,None
147.62924909591675,0.74,0.6246,0.5006821740407298,0,2968811710,3677149159,745650761,2884920346,2642120001,2590541744,117660781,100,100,7,10,1,100,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,0,None,None,None,None,None
154.20674800872803,0.8285714285714286,0.6526530612244898,0.34682737407652264,0,2968811710,3677149159,745650761,2884920346,2642120001,2590541744,117660781,70,70,7,10,2,70,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,0,None,None,None,None,None
156.36751055717468,0.85,0.7484375,0.6299804936449084,0,2968811710,3677149159,745650761,2884920346,2642120001,2590541744,117660781,80,80,3,10,2,80,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,0,None,None,None,None,None
163.78290033340454,0.9,0.6638888888888889,0.3355283924036681,0,2968811710,3677149159,745650761,2884920346,2642120001,2590541744,117660781,60,60,7,10,3,60,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,0,None,None,None,None,None
168.2112398147583,0.8625,0.6703125,0.4478156012859614,0,2968811710,3677149159,745650761,2884920346,2642120001,2590541744,117660781,80,80,5,10,2,80,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,0,None,None,None,None,None
178.74204468727112,0.9285714285714286,0.763265306122449,0.6107506240865427,0,2968811710,3677149159,745650761,2884920346,2642120001,2590541744,117660781,70,70,3,10,3,70,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,0,None,None,None,None,None
178.42505025863647,0.8571428571428571,0.6955102040816327,0.4167629473675571,0,2968811710,3677149159,745650761,2884920346,2642120001,2590541744,117660781,70,70,5,10,3,70,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,0,None,None,None,None,None
180.26386833190918,0.8,0.6584375,0.3468954029261228,0,2968811710,3677149159,745650761,2884920346,2642120001,2590541744,117660781,80,80,7,10,2,80,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,0,None,None,None,None,None
186.18319082260132,0.8555555555555555,0.5940740740740741,0.32414261648984627,0,2968811710,3677149159,745650761,2884920346,2642120001,2590541744,117660781,90,90,5,10,2,90,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,0,None,None,None,None,None
187.29540133476257,0.8111111111111111,0.7360493827160494,0.5825175179011286,0,2968811710,3677149159,745650761,2884920346,2642120001,2590541744,117660781,90,90,3,10,2,90,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,0,None,None,None,None,None
197.30882930755615,0.7714285714285715,0.7089795918367346,0.42004975255042004,0,2968811710,3677149159,745650761,2884920346,2642120001,2590541744,117660781,70,70,7,10,3,70,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,0,None,None,None,None,None
202.20244240760803,0.7625,0.68875,0.4567360773406893,0,2968811710,3677149159,745650761,2884920346,2642120001,2590541744,117660781,80,80,3,10,3,80,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,0,None,None,None,None,None
202.93302845954895,0.7777777777777778,0.6718518518518518,0.3879980809189471,0,2968811710,3677149159,745650761,2884920346,2642120001,2590541744,117660781,90,90,7,10,2,90,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,0,None,None,None,None,None
206.83094453811646,0.86,0.771,0.6216699318833234,0,2968811710,3677149159,745650761,2884920346,2642120001,2590541744,117660781,100,100,3,10,2,100,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,0,None,None,None,None,None
211.48056602478027,0.85,0.67625,0.42853825994306466,0,2968811710,3677149159,745650761,2884920346,2642120001,2590541744,117660781,80,80,5,10,3,80,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,0,None,None,None,None,None
214.95739817619324,0.66,0.6014,0.31835697795210094,0,2968811710,3677149159,745650761,2884920346,2642120001,2590541744,117660781,100,100,5,10,2,100,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,0,None,None,None,None,None
218.40778803825378,0.825,0.7109375,0.43304839615210655,0,2968811710,3677149159,745650761,2884920346,2642120001,2590541744,117660781,80,80,7,10,3,80,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,0,None,None,None,None,None
220.70153665542603,0.85,0.672,0.38219895564112966,0,2968811710,3677149159,745650761,2884920346,2642120001,2590541744,117660781,100,100,7,10,2,100,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,0,None,None,None,None,None
242.63212847709656,0.8,0.7071604938271605,0.5501900249626753,0,2968811710,3677149159,745650761,2884920346,2642120001,2590541744,117660781,90,90,3,10,3,90,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,0,None,None,None,None,None
250.56110048294067,0.8777777777777778,0.6906172839506173,0.426502766944376,0,2968811710,3677149159,745650761,2884920346,2642120001,2590541744,117660781,90,90,5,10,3,90,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,0,None,None,None,None,None
251.19941115379333,0.8,0.7039506172839506,0.4148214352742219,0,2968811710,3677149159,745650761,2884920346,2642120001,2590541744,117660781,90,90,7,10,3,90,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,0,None,None,None,None,None
272.29888129234314,0.81,0.694,0.45033482045298023,0,2968811710,3677149159,745650761,2884920346,2642120001,2590541744,117660781,100,100,5,10,3,100,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,0,None,None,None,None,None
285.3412709236145,0.82,0.7212,0.6141998046672431,0,2968811710,3677149159,745650761,2884920346,2642120001,2590541744,117660781,100,100,3,10,3,100,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,0,None,None,None,None,None
297.5894877910614,0.81,0.7328,0.48711168689138057,0,2968811710,3677149159,745650761,2884920346,2642120001,2590541744,117660781,100,100,7,10,3,100,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,0,None,None,None,None,None
8.224144458770752,1.0,0.72,0.5803810000880094,1,1835504127,1731038949,1320224556,2330041505,321059914,3497704732,1346483305,10,10,5,10,1,10,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,1,None,None,None,None,None
10.7814359664917,0.6,0.54,0.3162277660168379,1,1835504127,1731038949,1320224556,2330041505,321059914,3497704732,1346483305,10,10,3,10,1,10,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,1,None,None,None,None,None
10.542774200439453,1.0,0.72,0.5490214034302319,1,1835504127,1731038949,1320224556,2330041505,321059914,3497704732,1346483305,10,10,7,10,2,10,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,1,None,None,None,None,None
13.008062601089478,1.0,0.82,0.6592611948214577,1,1835504127,1731038949,1320224556,2330041505,321059914,3497704732,1346483305,10,10,3,10,3,10,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,1,None,None,None,None,None
14.639121532440186,1.0,0.82,0.6592611948214577,1,1835504127,1731038949,1320224556,2330041505,321059914,3497704732,1346483305,10,10,3,10,2,10,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,1,None,None,None,None,None
16.30473518371582,1.0,0.76,0.4944132324730442,1,1835504127,1731038949,1320224556,2330041505,321059914,3497704732,1346483305,10,10,7,10,3,10,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,1,None,None,None,None,None
17.04520082473755,0.65,0.49,0.601337794302955,1,1835504127,1731038949,1320224556,2330041505,321059914,3497704732,1346483305,20,20,3,10,1,20,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,1,None,None,None,None,None
17.42931365966797,1.0,0.76,0.5520524474738834,1,1835504127,1731038949,1320224556,2330041505,321059914,3497704732,1346483305,10,10,5,10,2,10,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,1,None,None,None,None,None
20.697534561157227,1.0,0.62,0.43988458942361686,1,1835504127,1731038949,1320224556,2330041505,321059914,3497704732,1346483305,20,20,5,10,1,20,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,1,None,None,None,None,None
26.374174118041992,0.6666666666666666,0.40444444444444444,0.11281624057040213,1,1835504127,1731038949,1320224556,2330041505,321059914,3497704732,1346483305,30,30,3,10,1,30,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,1,None,None,None,None,None
27.75251841545105,0.8666666666666667,0.6288888888888889,0.45740707480382176,1,1835504127,1731038949,1320224556,2330041505,321059914,3497704732,1346483305,30,30,5,10,1,30,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,1,None,None,None,None,None
29.174465656280518,0.85,0.72,0.5003702332976757,1,1835504127,1731038949,1320224556,2330041505,321059914,3497704732,1346483305,20,20,3,10,2,20,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,1,None,None,None,None,None
30.929875135421753,0.9,0.8,0.5555555555555555,1,1835504127,1731038949,1320224556,2330041505,321059914,3497704732,1346483305,10,10,5,10,3,10,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,1,None,None,None,None,None
33.74420380592346,0.9,0.76,0.7811265775524029,1,1835504127,1731038949,1320224556,2330041505,321059914,3497704732,1346483305,10,10,7,10,1,10,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,1,None,None,None,None,None
35.296382427215576,0.55,0.42125,0.166711390501916,1,1835504127,1731038949,1320224556,2330041505,321059914,3497704732,1346483305,40,40,3,10,1,40,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,1,None,None,None,None,None
36.614683628082275,0.95,0.73,0.49071044745278636,1,1835504127,1731038949,1320224556,2330041505,321059914,3497704732,1346483305,20,20,5,10,2,20,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,1,None,None,None,None,None
39.186967849731445,0.8,0.645,0.4617263322172109,1,1835504127,1731038949,1320224556,2330041505,321059914,3497704732,1346483305,20,20,7,10,1,20,SA,RMP,None,None,None,None,None,1.0,0.99,1,0.001,None,None,None,1,None,None,None,None,None
